item_category,item_id,brand,user_id,date,comment,rating,tonality
410,4100301,759,1104,2010-04-05,очень удобно для детского питания.хорошо перемалывать крупы для каш.,5,positive
405,4050104,617,1058,2010-06-11,"Вентилятор очень удобный. За счет своего ухватывающего крепления устанавливается куда угодно на столы и т.д. Сидит крепко, но можно и просто на подставку поставить. По горизонтали вертится во все стороны, по вертикали немного вверх или вниз. Работает довольно шумно, особенно хорошо слышно перед ним и за ним. Для мощности в 25 ватт дует отлично",5,positive
413,4130701,66,1440,2016-04-07,"Подарили сыну на 23 февраля. Купили по акции. Сын  очень доволен, бреет чисто, нет раздражения. Есть  триммер для бритья висков и шеи. Красивый и удобный дизайн. Бритву можно чистить под струёй воды. В комплекте есть чехол для бритвы. Очень довольны покупкой.",5,positive
524,5240104,916,656,2012-01-04,"Шикарная посуда, очень нравится. Легко пользоваться и мыть. Но: разбилась стеклянная крышка и нигде пока не могу ее найти отдельно. В М Видео сказали, что даже на заказ не привезут.",5,positive
515,5150101,1453,2923,2011-01-08,"Полгода отслушал - никаких нареканий. Низы выдают хорошо, как ни странно. Приятно удивился такому качеству звучания!",5,positive
405,4050204,56,3215,2011-09-26,"Отличная техника.  Долго выбтирала, читала отзывы, не однозначные были.  Но как-то рискнула - купила Аристон, уже почти год пользуюсь - всё хорошо работает. Мне нравится, без перебоев и ЧП.",4,positive
410,4100201,64,3073,2016-06-06,"Плюсы  1. Объём резервуара воды  2.Степени помола кофе  3.Регулировка количества и крепости кофе(выбрал определённый сорт кофе, опытным путём выставил регулировки и забыл)  4.Отличный капучино  5.Автоматически промывает систему  6.Простой механизм очистки  7.Готовит вкусный кофе, кто любит эспрессо, ему только сюда.    Не минус, но ненужная опция-это приготовление из молотого кофе, кофе получается не вкуснее чем в турке.  Кто любит погорячее, обдайте перед приготовлением паром из капучинатора    Резюме: подберите свой любимый кофе в зёрнах и будет Вам счастье.",5,positive
406,4060101,86,936,2012-08-29,"Купил себе такой комбайн и не жалею. Со своими функциями справляется отлично: измельчить, взбить и т.д и при этом занимает мало места. Симпатичный дизайн.",5,positive
303,3030501,1542,1225,2009-12-14,"Потрясающая игра , всё сделано на высшем уровне . Игра очень страшная .",5,positive
303,3030501,1542,2151,2010-03-24,"Куплен Heavy Rain Special Edition, красуется на тумбе с консолью. И цены ей нет. На что ты способен пойти ради родного человека?",5,positive
406,4060501,1050,46,2011-06-03,"Сегодня купил соковыжималку Zelmer 377.   Купит и сразу же пропустил морковку - отжимает отлично! Жмых - почти СУХОЙ!!! опробую ее на протяжении всего лета, потом отпишусь.  из недостатков - одна скорость (просто улёт!), довольно трудно очищать ситечко, но производитель об этом предупреждает в инструкции и предлагает промывать его(!!!) незамедлительно после использования. Я приспособил для этого зубную щетку - капаешь каплю фэри на ворс и аккуратно трешь по ситечку - отмывается идеально! еще из недостатков - немного шумная, призводитель заявляет -87Дб, но, если небольшая семья, то вполне нормально. Больше недостатков нет! таперь достоинства - их больше, поэтому ставлю положительную оценку!  Достоинства:  -низкая цена - порядка 40 ЕВРО,  -сборка в Польше,  -гарантия 2 года (кто знает, может и не понадобится?!),  -очень и очень компактная, на кухне не займёт много места,  -сравнительно легко моется проточной водой, кроме ситечка - его лучше дополнительно потереть ершиком,  -кушает всего 200 ватт,  -жмых сухой, сок по вкусовым качествам - очень вкусный, объем идеален для семьи из 3-4 человек.  Я не работник этой фирмы, поэтому пишу объективно, как есть. Буду рад, если мой отзыв поможет сделать вам ПРАВИЛЬНЫЙ ВЫБОР!",5,positive
205,2050201,808,2349,2010-04-15,"нормальный телефон, без зарядки держит трое суток это точно... минусов пока не нашёл....",4,positive
207,2070202,668,767,2011-02-05,"Сегодня купил в Мвидео, все устраивает, не глючит.а в будущем посмотрим...поставил флеш на 2гига и все нормально...только жаль не все видио читает.....а так все супер советую брать именно этот плеер!!!",5,positive
410,4100201,64,2667,2016-01-12,"Отлично работает, управление понятное, не мешало бы увеличить объем контейнера чистой  воды.",5,positive
403,4030101,863,682,2010-06-03,"Пользуюсь уже месяц,устраивает все.  Стоит в ванной,свист от эл.двигателя почти не слышен.",5,positive
406,4060301,86,2469,2012-09-26,"В первую очередь привлек металлический дизайн. Во вторую, наличие терок и шинковок (тоже металлических). Прекрасно рубит мясо, трет и шинкует овощи. Экономит место на кухне и заменяет несколько приборов. Удобно и быстро делать заготовки на зиму. Советую!",5,positive
413,4130601,66,767,2017-02-07,удобство использования. компактная. многофункциональная,5,positive
406,4060501,62,2170,2009-10-26,выжимает на отлично!!!,5,positive
207,2070202,1008,2052,2011-05-08,"Пользуюсь этим плеером уже около месяца и я доволен этим девайсом.    Распишу по пунктам:  Звук: Отличный, чистый. Под этот плеер стоит взять хорошие наушники. Эффекты PlayFX здоровские!  Радует что можно слушать музыку формата FLAC.    Экран: Размер экрана специально для просмотра видео, крупный экран, почти 3 дюйма. Качество цветопередачи фото и видео на высоте. Спокойно смотрю видео в разы большего разрешения  экрана плеера.      Сенсор: Хороший отклик, правда не всегда удобно перемещать ползунок, который постоянно прыгает туда - сюда (особенно когда идет речь о сотнях файлов на плеере), но на это можно закрыть глаза.    Встроенная память: Её более чем достаточно. Лично у меня постоянно свободно гиг - два.    Видео: С AVI(DivX) есть проблемки, выскакивает окно ""ошибка форматирования"" и прочие дела. С AVI (XiviD) плеер более применим. Но есть небольшая трабла: Когда в видео показывают ночь или еще что-то ""темное"", то появляются ""квадратики"" в темных местах (впрочем, эта проблема у многих плееров.)  RMVB еще не пробовал закачивать, но думаю с ним особых ""проблем"" не будет.  Странно, но плеер не воспроизводит MPEG4, пишет ""ошибка форматирования""    Часы, таймер, календарь есть. Неплохо для органайзера.  Радует металлический корпус. Как-никак это не пластик.  Электронные книги читать удобно.  Подсветка не утомляет глаза.  FM радио не особо сильное. Но порадовал диапазон частот с выбором стран. (Европа, США...)   Диктофон исправный. Записывает в хорошем качестве.  Функция Lyrics порадовала. Но слова там как-то иногда идут ""невпопад"".  Аккумулятора хватает часа на 3 т.к. я в основном смотрю видео.  Наушники, которые идут в комплектации плохие. Лучше берите другие, подороже, т.к. качество звука на стандартных - плохое.    Функция ""встряхивания"" тоже довольно удобная. Только иногда она не кстати переключает песни. Но можно поставить блокировку, и тогда эта проблема будет решена.    Акселерометр работает только с фото и аудио. Фотографии удобно переворачивать в удобном положении.    Меню правда, ""кривовато"", текст в сообщениях иногда выходит за пределы окна сообщения.    Вообщем плеер на твердую 4-ку.",4,positive
413,4130801,11,576,2014-08-06,"Купила данный эпилятор около года назад, работает супер, волосы выщипывает на ура, и совсем не больно. Шум есть, но не очень сильный) Лично я, всем советую)",5,positive
203,2030301,93,1364,2010-04-13,"это не Китай, а Корея вообще-то, а Корея в данный  момент хорошие вещи делает. Системник бомба +5",5,positive
406,4061101,62,1851,2013-11-27,"Супер, пользуюсь уже три месяца. Закваску берите: натуральный Активиа (йогурт), йогурт греческий. На 1 л+150 мл одна баночка этих йогуртов.",5,positive
413,4130301,1036,1844,2011-01-18,"Отличная штука, свои функции выполняет качественно и безопасно. Берите не пожалеете.",5,positive
302,3020101,153,754,2011-01-04,"Сам фильм, просмотренный мною в кинотеатре формата 3D поразил, вот купил коллецкионное издание как теперь уже  - поклонник Аватара, и был не просто поражен, а обескуражен, такое качество в сравнении с DvD... оно великолепно! В сумме с 24p технологией фильм дарит огромные впечатления. Коробка с дисками выполнена аккуратно, грамотно и очень красочно. Наполнение 2 и 3 диска соответсвует написанному! Кому не безраличен мир Пандоры покупать обязательно! Тем более тираж ограниченный, а в порадок есть возможность бесплатно получить календарь с кадрами Аватара - мелочь, но приятно) Вывод: рекомендую.",5,positive
411,4110103,546,1820,2012-04-22,"Наша семья получила данный девайс в подарок. И тут начались приключения. Во-первых, после тщательного изучения инструкции пылесос удалось подготовить за 45 минут! Но ради справедливости следует сказать, что это было только первый раз. Потом эта процедура занимала 1,5 минуты максимум. И так по порядку, что за почти 4 года удалось выяснить о нем.  Достоинства:  1) реально убирает чище, чем обычный пылесос, но при правильной эксплуатации.   2) довольно надежные и продуманные механизмы передних колес, и телескопической трубы, щетки (снимаю шляпу за компоновку и комплект поставки), способы парковки.  Недостатки:   1) неповоротливый – двигаться с ним можно только вперёд. Движение назад, при влажной уборке, напоминает движение автофуры с прицепом задним ходом.  2) для быстрой уборки не подходит в принципе: полчаса как минимум надо мыть сам пылесос, а после влажной ещё дольше.  3) съёмка форсунок аквафильтра травмоопасна, но необходима при чистке самого пылесоса.  4) мудреную систему фильтров тяжело найти в продаже.  5) отдельное спасибо посредникам, таможне и немцам за высокую цену.  6) через 6 уборок начинает «пахнуть», хотя в инструкции четко написано «мыть тщательно пылесос» и ещё его сушить надо, а от себя добавлю на все патрубки надо ещё заглушки из пенопласта или поролона поставить.    Резюме: подарок хороший, а вот покупка – не рациональная.    Техническое наблюдение: если не менять нейро фильтр (выполняет функцию обычного сухого фильтра на последней стадии очистки воздуха, что, по-моему, странно для пылесоса с аквофильторм) он забивается, вследствие этого теряется сила всасывания, что приводит к некорректной работе аквафильтра (те самые пресловутые форсунки не смачивают пыль в аквафильтре) и вуаля, пылесос работает по принципу старых стечественных «тайфунов» и «циклонов» – всё что всосано, то выкинуто в воздух, но в измельченном состоянии, что называется - привет аллергия, плюс мощный шум.",4,positive
408,4080201,1535,767,2017-07-18,"Приличная терморегуляция, компактная, достаточно надежная.",5,positive
413,4130401,1466,808,2010-03-27,"Подарил жене. довольная, быстро и регулятор справляется со своими обязанностями.что мне не понравилось что длинный и толстый  шнур по всей ванной все крючки занимает. Наверное когда кончится гарантия укорочу...  ;)",4,positive
302,3020201,153,1217,2013-09-08,Хороший мистический триллер. Аль Пачино как всегда на высоте!,4,positive
411,4110101,346,2151,2013-07-08,"Любая мойка керхер отмоет автомобиль при правильном использовании, чем дешевле и ниже параметры, тем больше потратите времени, реально помыть автомобиль хватит 40-50 литров, если фанатеть, то вам и 200 литров воды будет мало, если у вас на авто кусками грязь висит, то конечно чего жаловаться на расход, чем выше давление и расход воды через мойку, тем быстрее вы помоете машину, правильно машину моют так: только в тени или вечером, когда солнце заходит, и нет жары. 1 этап: смываете грязь с машины, начиная с крыши и опускаясь вниз каждый элемент авто, быстро и без фанатизма, куски грязи сбить, тонкий налет можно оставить, 2 этап: нанесение химии, только специальной пенной насадкой, именно смесь воды- химии-воздуха в правильной пропорции дадут результат, только спец авто шапунь, фейри и жидкое мыло ничего неотмоют, наносим именно снизу вверх, без фанатизма, ровным слоем, если много, сразу же стечет, мало небудет эффекта, ждем 5 минут, шампунь недолжен высохнуть и 3 этап: смываем шампунь в два захода, тоже без фанатизма, первый проход сбить пену, вторым тщательнее вымываем химию, далее только протирать микрофиброй, влажной, влажную машину, а не высохшие разводы, я рекомендую холодный жидкий воск, на мойке обязательно использовать фильтр до 50 мкм или тоньше.",5,positive
219,3050101,1542,2052,2011-05-22,"Отличная игра! Сам не очень люблю хорроры, но эта игра мне очень понравилось. Все выглядит очень живо и реалистично.",5,positive
303,3030701,1542,1931,2011-09-16,"Тем, кто любит покататься на скейте, берите сразу. Не пожалеете. Такого я еще не видел, детализация трюков просто шикарная. Весь город заточен для скейтера.",5,positive
304,3040105,1,1348,2010-11-15,"Подскажите цифру с буквой под батарейкой называется Data cod вроде там должно быть что то типа 6B. Очень надо! Заранее спасибо""!!",5,positive
412,4120101,617,1225,2016-11-26,"цена,компактность и качество!",5,positive
107,1070903,11,1366,2010-01-30,"Ну вот и решился на покупку большого телика.))(до этого был лупатый 72см Панасоник)  Выбирал именно большую диагональ, с максимальным разрешением и чтоб не дорого было.  Скорее всего основную роль сыграла цена на данную модель, поэтому её и взял.  Тестировал просмотром НТВ+, HD,Blu-Ray рипами с макисмальным разрешением.  Качество картинки супер.)))  Из недостатков, могу выделить низкую громкость звука при максимальной настройке.Старый телик в ~два раза больше орал.  А так очень доволен.))",5,positive
205,2050201,318,2579,2010-04-01,"Купил 31 марта 2010,очень функционален,красив,прост в использовании.НЕ ДУМАЙТЕ ПОКУПАЙТЕ!!!",5,positive
203,2030301,93,2320,2010-05-20,"купил 3 месяца назад, покупкой доволен только пришлось установить 64х битную операционку, чтоб быстрей работал. Есть один минус, который заметил - иногда дребезжат шторки на приводе и нижнем отсеке,а так практически бесшумен.",5,positive
405,4050104,617,656,2016-05-18,"Главное что хорошо охлаждает помещение , это для меня основной показатель качества. С этой задачей справляется на ура.  Работает довольно -таки тихо , сильно не вибрирует. нравится что можно регулировать угол наклона, для большего удобства. Ну еще нужно отметить цену , всего лишь тысяча рублей.   В целом никаких претензий не имею.",5,positive
412,4120201,882,767,2013-11-13,"Машинка отличная, работа на ней происходит эпизодически, супруга в восторге уже третий год :-) за все время пару раз смазывал и чистил отсек. Достойная неприхотливая замена старым элементам мебели, простите, Зингерам, Подольскам и Чайкам, но только если вы не шьете толстенную кожу и плотные материалы",5,positive
103,1030105,767,2511,2010-10-18,"Отличный усилитель, всем рекоммендовал, работает четко, проблем с ним за 1,5 года не было.",5,positive
406,4061101,76,460,2012-02-27,"У меня такая блинница уже 15 лет! Только тогда дизайн корпуса был белый. Ни разу не подвела, пеку и большие и маленькие блины. Ни дыма, ни копоти, не надо около жаркой плиты стоять!",5,positive
406,4061201,10,2799,2009-11-30,"Замечательная вещь! полностью заменяет плиту! И жарит и варит и пироги печёт! Так ещё и как пароварку можно использовать! И ничего не прилипает и не пригорает! Обожаю её! А для того, чтобы потом не пахло блюдом которое вы приготовили, надо просто мыть клапан выпускающий пар и всё будет хорошо!:)",5,positive
412,4120201,882,507,2012-12-12,"Уже 2 года пользуюсь этой машинкой, шьет отлично, если руки из нужного места растут. Для начала, нужно хорошенько ознакомиться с инструкцией, т.к. большинство неполадок возникают из-за того, что неправильно заправлена нитка, неправильно вставлен челнок, неверно выбрана иголка, нитка или штырек для намотки шпульки сдвинут вправо. Лапки и иголки также ломаются обычно по причине неправильной работы со швейной машинкой, причем с любой, не важно какой марки.",5,positive
406,4060601,48,106,2011-06-06,"Мне подарили такой тостер на день рождения. Очень удобно им пользоваться, тосты по утрам - просто восторг. Теперь хочу приобрести такую модель в подарок сестре. На нем же еще и разогревать можно пищу.",5,positive
203,2030201,93,2957,2009-08-10,"Хороший ноутбук за свою цену.  Но предустановленная ОС - не Linux, а Vista HB.",4,positive
118,1180102,1460,656,2011-07-22,"Трипод понравился. Легкий, в то же время достаточно прочный и устойчивый в рабочем положении. Быстро раскладывается/складывается (30-40 секунд при неспешных телодвижениях - засекал). Голова из металла и достаточно мобильна, легко настраивается. Съемная площадка - само собой есть. Можно со временем докупить шаровую головку для компактности (что я и сделал, но с родной головой работать больше понравилось - наверное, шарик слабенький-маленький взял :) ).  Центральная колонна - разборная, можно перевернуть её и фоткать ""вверх-тормашками"" (не пробовал). А если открутить нижнюю часть центральной колонны и ноги раскорячить в стороны, то фоткать можно почти вплотную к земле. Так что с трансформационными возможностями - без проблем.  Трипод можно носить как в прилагаемом чехле, так и без него (у меня - фоторюкзак), длина в сложенном состоянии около 40 см - самое то.  Оценку снизил бы за цену (в некоторых магазинах в Москве после поиска можно почти в полтора раза дешевле взять), но я брал по подарочной карте и не в Москве, так что в данном конкретном случае - без претензий.  Покупкой доволен. Использую в паре с Nikon D3000 + разные объективы (55-200 - самый длинный).",5,positive
303,3030501,1542,767,2010-10-28,"У кого уже есть EyePet (не Мув Эдишн), достаточно скачать обновление в PSN (весит около 2 Гб) для игры с Мувом. Запускать такой апдейт нужно через меню игр (там появится отдельная иконка), а не через диск.    А в целом EyePet Мув Эдишн играбельнее своей первой версии. Мув намного удобнее ""волшебной карточки"". Да и новых халявных игрушек добавили)",5,positive
103,1030105,767,767,2009-12-21,"Офигенный саб, стоит в ваз 2115, играет нормально, но хочу сейчас взять такой же",5,positive
413,4130801,66,2478,2017-01-29,"1) компактный 2) насадка для уменьшения площади эпиляции 3) подробная инструкция 4) 20 пинцетов, как и в более дорогих моделях",5,positive
413,4130801,66,1458,2016-09-06,"это мой первый эпиляторо и самый последний ни на что его не променяю. Пользуюсь уже им давно .   Волосы не пропускает и ни какой боли . В комплекте есть очень важная насадка для зоны бикини и подмышек . Конечно только один режим и то это не минус он в полне справляться со своими функциями .. Компактный , в руках держать ну очень удобно .",5,positive
406,4061101,76,2866,2010-09-12,"Недавно приобрели эту пароварку, пока что все нравиться)Единственное шумновато когда вода греется и вот мыть ее немного надоедает!  Но зато гурманы оценят, еда на пару просто шедевр, вкусно и очень полезно!",4,positive
205,2050101,1045,2459,2009-11-05,"Классный коммуникатор, лучший в своем роде. Есть все: 3g, wi-fi, большой экран с хорошим разрешением, удобное управление, красивое оформление, новый интерфейс, android market позволяет скачивать тысячи полезных программ бесплатно, в общем, качественно скомпонованный кпк.",5,positive
403,4030101,57,2923,2010-10-04,"Работает уже почти 2 года как часы! Ничего лишнего, все просто и понятно! Покупал по акции за 7000р. Всем доволен!",5,positive
515,5150101,11,843,2012-03-16,"Плюсы:  -хорошие глубокие басы;  -удобность при использовании(не жмут, сидят прекрасно и уши не потеют);  -чистый звук,высокие частоты хорошо слышно;  Минусы:  -тихий звук(в коментах выше тоже написано об этом,я читал на других форумах,говорят это возможно из-за того что шнур длинный)-думаю это главное разочарование.      А про шнур сказать нечего, пусть и длинный,но это это уже каждому решать нужен ли такой.",4,positive
205,2050101,455,656,2009-10-26,"Извиняюсь за дезинформацию. Батарею надо было ""закалить"". После второй зарядки держал 2 дня с редкими попытками посадить батарею. На сайте asusmobile написано до 6 циклов таких провернуть (с принудительной зарядкой длительностью 12 часов, и последующим саморазрядом)",5,positive
303,3030701,1542,3223,2010-11-19,"Достойное продолжение известной серии ,одиночка супер ,держит от начала до конца.Мультиплеер по мне лучше чем в Modern Warfare2 ,более сбалансированный.В целом игра супер.Всем поклонникам серии Call of Duty покупать обязательно!",5,positive
118,1180102,1588,1811,2013-02-01,"Обалденный штатив. Снимаем в лесу, парке, везде, где есть возможность зацепить за какое-либо крепление. Держится прочно, все довольны.",5,positive
203,2030201,995,605,2010-09-14,"Отличный ноутбук. Пользуюсь 2 месяца. Проблем нет. Мощный аппарат.  Из небольших минусов могу только выделить клавиатуру. Некоторые клавиши очень маленькие (а именно стрелки). Через некоторое время использования, клавиши проседают и их видно при сравнии уровней менее используемых. Ну угол обзора у экрана небольшой. Но это все мелкие минусы.    Кто не может найти дрова, заходите на сайты разработчиков комплектующих!!! Т.е. не нужно искать дрова на сайте паккард-белла и ацера! Там все старое и галимое. Заходите на сайты производителей: амд, интелл, реалтек.... и там все свежее качайте!",5,positive
406,4060501,62,2799,2012-04-16,"Согласна с Сашей и Наташей. Самая лучшая,самая удобная! Пользуюсь несколько лет и 2-ю на дачу купила такую же. Очень легко разбирается-собирается и моется!",5,positive
403,4030101,57,1058,2016-04-08,"Тихая, узкая, недорогая. грузоподьёмная-5кг, что ещё надо для дома. Я доволен...",5,positive
107,1070908,13,1347,2011-06-29,"Присоединяюсь к тому, что было написано ранее. Телевизор и в правду отличный. Смотреть фильмы в HD со встроенного медиаплеера самый кайф. Но при подключении PlayStation 3 сразу вылезли все недостатки плазменной технологии. Это статика, мерцание, отсутствие сглаживания и т.д. Сразу начали уставать глаза. Для игр - однозначно ЖК. Для фильмов - безусловно плазма.   Совет 1: Для того что-бы телевизор ночью сам не включался отключите функцию ""Обновление ПО в режиме ожидания"" пункт меню Поддержка-Обновление ПО.  Совет 2: При скачивании фильмов с торрентов следите за параметром High@L4.1 выше 4.1 телевизор читать не будет, проверенно)",4,positive
405,4050104,617,690,2017-07-22,"Мощный,  тихий ",4,positive
209,2090401,10,2562,2014-01-04,"Телефон нравится. Не дорогой, красивый, настройки не сложные.Качество звука очень хорошее.Покупкой полностью довольна!",5,positive
410,4100101,48,1851,2012-03-05,"Подарила такую кофеварку мужу на 23 февраля. Несколько раз пили кофе, очень понравилось. Кофеварка хорошая, пока все нравится, датчик уровня воды есть, только он плохо видим, хотя, я думаю, что он и не нужен.                 Хорошая кофеварка и не дорогая.",5,positive
401,4010101,55,1440,2011-11-21,"А я давно уже протираю эту панель  салфетками из микрофибры (сначала влажной, потом сухой) - тоже никаких разводов. Ну и, конечно, периодически со специальными средствами для нержавейки. У панели очень удобный электроподжиг - легкий, быстрый. Панель нагревается, но не сильно. По поводу отзыва от Анны: со всем согласна, а что касается невозможности поставить рядом две большие кастрюли - это верно, но у меня и на плите Indesit было так же. Кстати, нужно быть осторожными - царапается очень легко, но эти маленькие царапинки не особенно и видны.",5,positive
411,4110101,137,1453,2014-01-08,"Купил перед рождеством пылесос. Как только приехал домой, сразу опробовал. Скажу честно, ожидал большего. Руку подносишь к щетке, вроде засасывает, но не достаточно хорошо. Понимаю, что маленький и ожидать большего не стоит, но думал что будет лучше. Пыль и мусор сосет, но нужно очень много раз водить по одному и тому же месту. Складная щетка пригодна только для сидений, где меньше всего загрязнения. Потому что ею нужно водить только в одном направлении - к себе. Так как она складывается, когда ею ведешь от себя. Когда чистил пол несколько раз она складывалась, раздражает. Теперь о плюсах. Провод реально длинный. Чуть ли не всю машину обошел с пылесосом, не выключая шнур. Можно поставить пылесос на сиденье, а шлангом чистить пол и под сиденьями. Шланг очень мягкий и гибкий. Насадками пролезешь где угодно. Вывод: если не запускать салон авто до состояния помойки, данный пылесос справится с мелким мусором. Но идеально чисто он конечно не вычистит.",4,positive
413,4130701,66,3150,2017-01-20,"До этой бритвы 3 года пользовался Braun 5 серии. Меня устраивала, хотя иногда и возникало раздражение, если переусердствовал. Я заметил, что в этой модели они уменьшили ячейку бритвенной сетки, что снизило воздействие на кожу -> реально меньше раздражение, точнее его вообще нет. Можно возить по морде сколько хочешь пока не будет идеально чисто. Нравится, что сетка и нож фиксированы (в предыдущих моделях они были отдельно) мне кажется, что это позволяет им идеально притираться, после некоторого использования стала получше брить. Думаю, что стакан лишний, особенно за такие деньги. Мою после каждого бритья под краном сетку и саму бритву. Если деньги есть, то берите эту эту, если хотите дешевле, то я думаю, что можно взять без пульсоника, но вот сетку+нож очень рекомендую такую как в этой модели.",5,positive
403,4030101,48,970,2011-06-03,"Заказывали через интернет, привезли на этой неделе. Уже активно пользуемся, никаких нареканий, управлять ею просто, тихая (по сравнению с нашей бывшей, которой уже 20 лет было!!!), стирает хорошо, мы очень довольны покупкой.",5,positive
405,4050301,1000,2217,2011-07-04,"Отличный аппарат. Шумит меньше многих других моделей. В квартире это второй кондиционер, есть с чем сравнивать. Скоростей 3, а не одна, как писал Алексей. Комнату 20 м.кв. охлаждает быстро, порой даже приходится приоткрывать дверь из комнаты. Вода выводится по испарителю. После недели работы так и не пришлось сливать конденсат.",5,positive
515,5150101,10,2923,2015-05-10,Лучшие наушники за свою цену!!,5,positive
406,4061201,10,690,2012-04-04,"отличная вещь,когда купила неделю стояла, боялась начать готовить, сейчас подумываю о покупке второй-в одной суп, во второй десерт или второе, экономит все-время,нервы, продукты тоже-все приготовленное съедается на ура!",5,positive
203,2030201,1006,667,2010-02-10,"Пользуюсь буком 3 месяца, производительность ноута просто потрясающая, супер звук, отличный экран и непревзойденный дизайн, USB портов пока вполне хватает.  Из минусов - это конечно же абсолютно не адекватная всему остальному видеокарта и ее, к сожалению, никак не поменять, однако практически все современные игры (DragonAge, Oblivion, Risen, Call of Duty: ModernWarfire 2, NFS Shift (чуть тормозит, но играть можно)идут без проблем, чего не скажешь о GTA4.  Еще один минус - Windows Vista Home Basic, лучше бы тогда в microsoft не предлагали программу перехода на windows 7, т.к. после этого практически все ноуты идут с предустановленной vista Home Basic (не поддерживается вышеназванной программой).  Итог: в целом, если вы не геймер, ноут просто супер, всем кто любит стильные вещицы рекомендуется.",5,positive
