item_category,item_id,brand,user_id,date,comment,rating,tonality,translated_comment
219,3050101,1542,485,2010-11-10,Сегодня же поеду и куплю))))),5,positive,I&#39;ll go and buy it today)))))
408,4080301,48,648,2013-10-23,"Отличная плита, соответствует своей цене, качеству приготовления и дизайн современный, большое количество режимов приготовления, хорошая и качественная сборка, немаловажно энергопотребления очень низкое. Покупайте не пожалеете!)",5,positive,"Excellent stove, corresponds to its price, cooking quality and modern design, a large number of cooking modes, good and high-quality assembly, importantly, very low energy consumption. Buy it, you won&#39;t regret it!)"
118,1180102,396,1453,2016-03-08,"Покупал такой штатив 5 лет назад, служил верой и правдой, но потерял, пошел за новым, в магазине остался последний, видимо разбирают хорошо, но были сломаны фиксаторы, взял в другом магазине, там фиксаторы тоже туго поворачиваются, боюсь со временем тоже сломаются, раньше лучше наверное делали... А так штатив отличный, очень компактный и легкий, для обычной зеркалки подойдет",4,positive,"I bought this tripod 5 years ago, it served me well, but I lost it, I went to buy a new one, the store had the last one, apparently they disassemble it well, but the locks were broken, I bought it in another store, the locks there also turn tightly, I&#39;m afraid they will break over time, they probably made it better before... But the tripod is excellent, very compact and light, it will do for a regular SLR"
413,4130601,66,93,2015-04-23,"Электрическую зубную щетку заставила выбрать нужда - после появления коронки чистить дальние зубы за ней стало сложно, а при очень старательном трении слабая эмаль болела на ближних. Да и сама коронка стоит так, что лучше купить зубную щетку =) профилактика дешевле.  Чистит - мечта. Учиться лучше с зеркалом, чтобы привыкнуть к правильному положению, и щетка не ходила краем ""вхолостую"". Для чувствительных зубов, и оголенных придесновых - по-моему очень выручает, уровень чистоты высокий, и нет вредных поперечных движений. Паста, конечно, при этом нужна сенсетив.  Пользуюсь 4-5 месяцев, отбеливания не заметила, но главное хуже мега-капризной эмали не становится.  Все насадки серии орал-би подходят, внутри упаковки насадок всегда есть цветное колечко, для маркировки если пользуются несколько человек.  Мне на 1 человека хватает около недели зарядки, но заряжается она реально небыстро - обещанные 16 часов из инструкции. Это некоторый минус, но при наличии розетки в ванной можно вообще хранить на зарядке-подставке постоянно.  Да, если это первая эл-щетка, - то никаких ужасов при использовании на самом деле нет. Работающей щеткой можно задевать десны и старательно чистить их границу, эффект массажа. Если уж совсем перестараться, потом легкая шершавость, словно сухость. Инструкция обещает, что слабое кровотечение пока привыкаете, в первые дни, мол нормально - мои трепетные десны которые от яблок могут закраснить, ничего не почувствовали. Если вслепую и с непривычки прижать щетку слишком сильно, она конечно будет отдавать гулом по всей челюсти - тоже как массаж, довольно смешно - а потом датчик давления снижает обороты. Поэтому, собственно, и лучше научиться с зеркалом.",5,positive,"The need forced me to choose an electric toothbrush - after the crown appeared, it became difficult to brush the back teeth behind it, and with very diligent friction, the weak enamel hurt on the near ones. And the crown itself costs so much that it is better to buy a toothbrush =) prevention is cheaper. It cleans like a dream. It is better to learn with a mirror to get used to the correct position, and the brush does not move the edge &quot;idle&quot;. For sensitive teeth and exposed gums - in my opinion, it really helps, the level of cleanliness is high, and there are no harmful transverse movements. Of course, you need a sensitive toothpaste. I have been using it for 4-5 months, I have not noticed any whitening, but the main thing is that it does not make the mega-capricious enamel worse. All the nozzles of the Oral-B series are suitable, there is always a colored ring inside the packaging of the nozzles for marking if several people use it. For me, about a week of charging is enough for 1 person, but it really doesn&#39;t charge quickly - the promised 16 hours from the instructions. This is a slight minus, but if there is an outlet in the bathroom, you can generally store it on the charging stand all the time. Yes, if this is the first electric toothbrush, then there are no horrors when using it. With a working brush, you can touch the gums and carefully clean their border, a massage effect. If you really overdo it, then a slight roughness, like dryness. The instructions promise that slight bleeding while you get used to it, in the first days, they say, it&#39;s normal - my trembling gums, which can turn red from apples, did not feel anything. If you blindly and out of habit press the brush too hard, it will of course give off a hum throughout the jaw - also like a massage, quite funny - and then the pressure sensor reduces the speed. Therefore, in fact, it is better to learn with a mirror."
410,4100301,759,1104,2010-04-05,очень удобно для детского питания.хорошо перемалывать крупы для каш.,5,positive,very convenient for baby food. good for grinding cereals for porridge.
405,4050104,617,1058,2010-06-11,"Вентилятор очень удобный. За счет своего ухватывающего крепления устанавливается куда угодно на столы и т.д. Сидит крепко, но можно и просто на подставку поставить. По горизонтали вертится во все стороны, по вертикали немного вверх или вниз. Работает довольно шумно, особенно хорошо слышно перед ним и за ним. Для мощности в 25 ватт дует отлично",5,positive,"The fan is very convenient. Due to its gripping mount, it can be installed anywhere on tables, etc. It sits firmly, but you can also just put it on a stand. It rotates horizontally in all directions, and vertically a little up or down. It works quite noisily, you can especially hear it in front of it and behind it. For a power of 25 watts, it blows great"
413,4130701,66,1440,2016-04-07,"Подарили сыну на 23 февраля. Купили по акции. Сын  очень доволен, бреет чисто, нет раздражения. Есть  триммер для бритья висков и шеи. Красивый и удобный дизайн. Бритву можно чистить под струёй воды. В комплекте есть чехол для бритвы. Очень довольны покупкой.",5,positive,"Gave it to my son for February 23. Bought on sale. My son is very happy, shaves cleanly, no irritation. There is a trimmer for shaving the temples and neck. Beautiful and convenient design. The razor can be cleaned under running water. The kit includes a case for the razor. Very happy with the purchase."
524,5240104,916,656,2012-01-04,"Шикарная посуда, очень нравится. Легко пользоваться и мыть. Но: разбилась стеклянная крышка и нигде пока не могу ее найти отдельно. В М Видео сказали, что даже на заказ не привезут.",5,positive,"Gorgeous cookware, I really like it. Easy to use and wash. But: the glass lid broke and I can&#39;t find it separately anywhere. M Video said they won&#39;t even bring it to order."
515,5150101,1453,2923,2011-01-08,"Полгода отслушал - никаких нареканий. Низы выдают хорошо, как ни странно. Приятно удивился такому качеству звучания!",5,positive,"I listened to them for half a year - no complaints. They deliver good bass, oddly enough. I was pleasantly surprised by such sound quality!"
405,4050204,56,3215,2011-09-26,"Отличная техника.  Долго выбтирала, читала отзывы, не однозначные были.  Но как-то рискнула - купила Аристон, уже почти год пользуюсь - всё хорошо работает. Мне нравится, без перебоев и ЧП.",4,positive,"Excellent equipment. I spent a long time choosing, reading reviews, they were not unambiguous. But somehow I took a risk - bought Ariston, I have been using it for almost a year now - everything works well. I like it, no interruptions or emergencies."
410,4100201,64,3073,2016-06-06,"Плюсы  1. Объём резервуара воды  2.Степени помола кофе  3.Регулировка количества и крепости кофе(выбрал определённый сорт кофе, опытным путём выставил регулировки и забыл)  4.Отличный капучино  5.Автоматически промывает систему  6.Простой механизм очистки  7.Готовит вкусный кофе, кто любит эспрессо, ему только сюда.    Не минус, но ненужная опция-это приготовление из молотого кофе, кофе получается не вкуснее чем в турке.  Кто любит погорячее, обдайте перед приготовлением паром из капучинатора    Резюме: подберите свой любимый кофе в зёрнах и будет Вам счастье.",5,positive,"Pros 1. Water tank capacity 2. Coffee grinding degrees 3. Adjustment of the amount and strength of coffee (select a certain type of coffee, set the settings empirically and forget) 4. Excellent cappuccino 5. Automatically flushes the system 6. Simple cleaning mechanism 7. Makes delicious coffee, if you love espresso, this is the place for you. Not a minus, but an unnecessary option - it is preparation from ground coffee, the coffee turns out no tastier than in a Turk. If you like it hotter, pour steam from the cappuccino maker before preparation Summary: choose your favorite coffee beans and you will be happy."
406,4060101,86,936,2012-08-29,"Купил себе такой комбайн и не жалею. Со своими функциями справляется отлично: измельчить, взбить и т.д и при этом занимает мало места. Симпатичный дизайн.",5,positive,"I bought myself such a food processor and I do not regret it. It copes with its functions perfectly: chop, whip, etc. and at the same time takes up little space. Nice design."
303,3030501,1542,1225,2009-12-14,"Потрясающая игра , всё сделано на высшем уровне . Игра очень страшная .",5,positive,"Amazing game, everything is done at the highest level. The game is very scary."
303,3030501,1542,2151,2010-03-24,"Куплен Heavy Rain Special Edition, красуется на тумбе с консолью. И цены ей нет. На что ты способен пойти ради родного человека?",5,positive,Heavy Rain Special Edition was purchased and is displayed on the console stand. And it is priceless. What are you willing to do for your loved one?
406,4060501,1050,46,2011-06-03,"Сегодня купил соковыжималку Zelmer 377.   Купит и сразу же пропустил морковку - отжимает отлично! Жмых - почти СУХОЙ!!! опробую ее на протяжении всего лета, потом отпишусь.  из недостатков - одна скорость (просто улёт!), довольно трудно очищать ситечко, но производитель об этом предупреждает в инструкции и предлагает промывать его(!!!) незамедлительно после использования. Я приспособил для этого зубную щетку - капаешь каплю фэри на ворс и аккуратно трешь по ситечку - отмывается идеально! еще из недостатков - немного шумная, призводитель заявляет -87Дб, но, если небольшая семья, то вполне нормально. Больше недостатков нет! таперь достоинства - их больше, поэтому ставлю положительную оценку!  Достоинства:  -низкая цена - порядка 40 ЕВРО,  -сборка в Польше,  -гарантия 2 года (кто знает, может и не понадобится?!),  -очень и очень компактная, на кухне не займёт много места,  -сравнительно легко моется проточной водой, кроме ситечка - его лучше дополнительно потереть ершиком,  -кушает всего 200 ватт,  -жмых сухой, сок по вкусовым качествам - очень вкусный, объем идеален для семьи из 3-4 человек.  Я не работник этой фирмы, поэтому пишу объективно, как есть. Буду рад, если мой отзыв поможет сделать вам ПРАВИЛЬНЫЙ ВЫБОР!",5,positive,"Today I bought a Zelmer 377 juicer. I bought it and immediately squeezed carrots - it squeezes perfectly! The pulp is almost DRY!!! I will try it throughout the summer, then I will write. Of the disadvantages - one speed (just awesome!), it is quite difficult to clean the strainer, but the manufacturer warns about this in the instructions and suggests washing it (!!!) immediately after use. I adapted a toothbrush for this - you drip a drop of Fairy on the pile and gently rub it on the strainer - it is washed perfectly! Another disadvantage - a little noisy, the manufacturer states -87 dB, but if you have a small family, then it is quite normal. There are no more disadvantages! Now there are more advantages, so I give a positive assessment! Advantages: - low price - about 40 EUR, - assembly in Poland, - 2-year warranty (who knows, maybe you won&#39;t need it?!), - very, very compact, won&#39;t take up much space in the kitchen, - relatively easy to clean with running water, except for the strainer - it&#39;s better to scrub it with a brush, - consumes only 200 watts, - the pulp is dry, the juice tastes very tasty, the volume is ideal for a family of 3-4 people. I am not an employee of this company, so I write objectively, as it is. I will be glad if my review helps you make the RIGHT CHOICE!"
205,2050201,808,2349,2010-04-15,"нормальный телефон, без зарядки держит трое суток это точно... минусов пока не нашёл....",4,positive,"normal phone, lasts three days without charging, that&#39;s for sure... haven&#39;t found any downsides yet..."
207,2070202,668,767,2011-02-05,"Сегодня купил в Мвидео, все устраивает, не глючит.а в будущем посмотрим...поставил флеш на 2гига и все нормально...только жаль не все видио читает.....а так все супер советую брать именно этот плеер!!!",5,positive,"Today I bought it at Mvideo, everything is fine, no glitches. And we&#39;ll see in the future... I installed a 2GB flash drive and everything is fine... It&#39;s just a pity it doesn&#39;t read all videos... But otherwise everything is super, I recommend buying this player!!!"
410,4100201,64,2667,2016-01-12,"Отлично работает, управление понятное, не мешало бы увеличить объем контейнера чистой  воды.",5,positive,"Works great, controls are clear, it wouldn&#39;t hurt to increase the volume of the clean water container."
403,4030101,863,682,2010-06-03,"Пользуюсь уже месяц,устраивает все.  Стоит в ванной,свист от эл.двигателя почти не слышен.",5,positive,"I&#39;ve been using it for a month now, everything suits me. It&#39;s in the bathroom, the whistle from the electric motor is almost inaudible."
406,4060301,86,2469,2012-09-26,"В первую очередь привлек металлический дизайн. Во вторую, наличие терок и шинковок (тоже металлических). Прекрасно рубит мясо, трет и шинкует овощи. Экономит место на кухне и заменяет несколько приборов. Удобно и быстро делать заготовки на зиму. Советую!",5,positive,"First of all, I was attracted by the metal design. Secondly, by the presence of graters and shredders (also metal). Perfectly chops meat, grates and shreds vegetables. Saves space in the kitchen and replaces several devices. Conveniently and quickly prepares for the winter. I recommend!"
413,4130601,66,767,2017-02-07,удобство использования. компактная. многофункциональная,5,positive,ease of use. compact. multifunctional
406,4060501,62,2170,2009-10-26,выжимает на отлично!!!,5,positive,squeezes out perfectly!!!
207,2070202,1008,2052,2011-05-08,"Пользуюсь этим плеером уже около месяца и я доволен этим девайсом.    Распишу по пунктам:  Звук: Отличный, чистый. Под этот плеер стоит взять хорошие наушники. Эффекты PlayFX здоровские!  Радует что можно слушать музыку формата FLAC.    Экран: Размер экрана специально для просмотра видео, крупный экран, почти 3 дюйма. Качество цветопередачи фото и видео на высоте. Спокойно смотрю видео в разы большего разрешения  экрана плеера.      Сенсор: Хороший отклик, правда не всегда удобно перемещать ползунок, который постоянно прыгает туда - сюда (особенно когда идет речь о сотнях файлов на плеере), но на это можно закрыть глаза.    Встроенная память: Её более чем достаточно. Лично у меня постоянно свободно гиг - два.    Видео: С AVI(DivX) есть проблемки, выскакивает окно ""ошибка форматирования"" и прочие дела. С AVI (XiviD) плеер более применим. Но есть небольшая трабла: Когда в видео показывают ночь или еще что-то ""темное"", то появляются ""квадратики"" в темных местах (впрочем, эта проблема у многих плееров.)  RMVB еще не пробовал закачивать, но думаю с ним особых ""проблем"" не будет.  Странно, но плеер не воспроизводит MPEG4, пишет ""ошибка форматирования""    Часы, таймер, календарь есть. Неплохо для органайзера.  Радует металлический корпус. Как-никак это не пластик.  Электронные книги читать удобно.  Подсветка не утомляет глаза.  FM радио не особо сильное. Но порадовал диапазон частот с выбором стран. (Европа, США...)   Диктофон исправный. Записывает в хорошем качестве.  Функция Lyrics порадовала. Но слова там как-то иногда идут ""невпопад"".  Аккумулятора хватает часа на 3 т.к. я в основном смотрю видео.  Наушники, которые идут в комплектации плохие. Лучше берите другие, подороже, т.к. качество звука на стандартных - плохое.    Функция ""встряхивания"" тоже довольно удобная. Только иногда она не кстати переключает песни. Но можно поставить блокировку, и тогда эта проблема будет решена.    Акселерометр работает только с фото и аудио. Фотографии удобно переворачивать в удобном положении.    Меню правда, ""кривовато"", текст в сообщениях иногда выходит за пределы окна сообщения.    Вообщем плеер на твердую 4-ку.",4,positive,"I have been using this player for about a month now and I am happy with this device. I will describe it point by point: Sound: Excellent, clear. It is worth getting good headphones for this player. PlayFX effects are great! I am glad that I can listen to music in FLAC format. Screen: The screen size is specially designed for watching videos, a large screen, almost 3 inches. The color quality of photos and videos is excellent. I can calmly watch videos with a much larger screen resolution of the player. Sensor: Good response, although it is not always convenient to move the slider, which constantly jumps back and forth (especially when it comes to hundreds of files on the player), but you can close your eyes to this. Built-in memory: It is more than enough. Personally, I always have a gig or two free. Video: There are problems with AVI (DivX), a &quot;formatting error&quot; window pops up and other things. With AVI (XiviD), the player is more applicable. But there is a small problem: When the video shows night or something else &quot;dark&quot;, &quot;squares&quot; appear in dark places (however, this problem is with many players.) I have not tried to download RMVB yet, but I think there will be no special &quot;problems&quot; with it. It is strange, but the player does not play MPEG4, it says &quot;formatting error&quot; There is a clock, timer, calendar. Not bad for an organizer. The metal case pleases. After all, it is not plastic. It is convenient to read e-books. The backlight does not tire the eyes. FM radio is not very strong. But the frequency range with the choice of countries pleased. (Europe, USA ...) The voice recorder is working. Records in good quality. The Lyrics function pleased. But the words there are sometimes &quot;out of place&quot;. The battery lasts for about 3 hours, because I mainly watch videos. The headphones that come with the kit are bad. It is better to take other, more expensive ones, because the sound quality on the standard ones is bad. The &quot;shake&quot; function is also quite convenient. Only sometimes it switches songs at the wrong time. But you can set a lock, and then this problem will be solved. The accelerometer only works with photos and audio. It is convenient to turn photos in a convenient position. The menu is true, &quot;crooked&quot;, the text in messages sometimes goes beyond the message window. In general, the player is a solid 4."
413,4130801,11,576,2014-08-06,"Купила данный эпилятор около года назад, работает супер, волосы выщипывает на ура, и совсем не больно. Шум есть, но не очень сильный) Лично я, всем советую)",5,positive,"I bought this epilator about a year ago, it works great, it plucks hairs great, and it doesn&#39;t hurt at all. It makes noise, but it&#39;s not very loud) Personally, I recommend it to everyone)"
203,2030301,93,1364,2010-04-13,"это не Китай, а Корея вообще-то, а Корея в данный  момент хорошие вещи делает. Системник бомба +5",5,positive,"it&#39;s not China, it&#39;s Korea actually, and Korea is doing good things at the moment. The system unit is awesome +5"
406,4061101,62,1851,2013-11-27,"Супер, пользуюсь уже три месяца. Закваску берите: натуральный Активиа (йогурт), йогурт греческий. На 1 л+150 мл одна баночка этих йогуртов.",5,positive,"Super, I&#39;ve been using it for three months. Take the starter: natural Activia (yogurt), Greek yogurt. For 1 l + 150 ml one jar of these yogurts."
413,4130301,1036,1844,2011-01-18,"Отличная штука, свои функции выполняет качественно и безопасно. Берите не пожалеете.",5,positive,"Excellent thing, performs its functions efficiently and safely. Buy it, you won&#39;t regret it."
302,3020101,153,754,2011-01-04,"Сам фильм, просмотренный мною в кинотеатре формата 3D поразил, вот купил коллецкионное издание как теперь уже  - поклонник Аватара, и был не просто поражен, а обескуражен, такое качество в сравнении с DvD... оно великолепно! В сумме с 24p технологией фильм дарит огромные впечатления. Коробка с дисками выполнена аккуратно, грамотно и очень красочно. Наполнение 2 и 3 диска соответсвует написанному! Кому не безраличен мир Пандоры покупать обязательно! Тем более тираж ограниченный, а в порадок есть возможность бесплатно получить календарь с кадрами Аватара - мелочь, но приятно) Вывод: рекомендую.",5,positive,"The film itself, which I watched in a 3D cinema, amazed me, so I bought the collector&#39;s edition as an Avatar fan now, and I was not just amazed, but discouraged, such quality compared to DVD... it&#39;s great! Together with 24p technology, the film gives a huge impression. The box with discs is made neatly, competently and very colorful. The content of the 2nd and 3rd discs corresponds to what is written! Who cares about the world of Pandora must buy it! Moreover, the circulation is limited, and in exchange there is an opportunity to get a calendar with Avatar shots for free - a trifle, but nice) Conclusion: I recommend it."
411,4110103,546,1820,2012-04-22,"Наша семья получила данный девайс в подарок. И тут начались приключения. Во-первых, после тщательного изучения инструкции пылесос удалось подготовить за 45 минут! Но ради справедливости следует сказать, что это было только первый раз. Потом эта процедура занимала 1,5 минуты максимум. И так по порядку, что за почти 4 года удалось выяснить о нем.  Достоинства:  1) реально убирает чище, чем обычный пылесос, но при правильной эксплуатации.   2) довольно надежные и продуманные механизмы передних колес, и телескопической трубы, щетки (снимаю шляпу за компоновку и комплект поставки), способы парковки.  Недостатки:   1) неповоротливый – двигаться с ним можно только вперёд. Движение назад, при влажной уборке, напоминает движение автофуры с прицепом задним ходом.  2) для быстрой уборки не подходит в принципе: полчаса как минимум надо мыть сам пылесос, а после влажной ещё дольше.  3) съёмка форсунок аквафильтра травмоопасна, но необходима при чистке самого пылесоса.  4) мудреную систему фильтров тяжело найти в продаже.  5) отдельное спасибо посредникам, таможне и немцам за высокую цену.  6) через 6 уборок начинает «пахнуть», хотя в инструкции четко написано «мыть тщательно пылесос» и ещё его сушить надо, а от себя добавлю на все патрубки надо ещё заглушки из пенопласта или поролона поставить.    Резюме: подарок хороший, а вот покупка – не рациональная.    Техническое наблюдение: если не менять нейро фильтр (выполняет функцию обычного сухого фильтра на последней стадии очистки воздуха, что, по-моему, странно для пылесоса с аквофильторм) он забивается, вследствие этого теряется сила всасывания, что приводит к некорректной работе аквафильтра (те самые пресловутые форсунки не смачивают пыль в аквафильтре) и вуаля, пылесос работает по принципу старых стечественных «тайфунов» и «циклонов» – всё что всосано, то выкинуто в воздух, но в измельченном состоянии, что называется - привет аллергия, плюс мощный шум.",4,positive,"Our family received this device as a gift. And then the adventures began. Firstly, after carefully studying the instructions, the vacuum cleaner was ready in 45 minutes! But in fairness, it should be said that this was only the first time. Then this procedure took 1.5 minutes maximum. And so in order, what I managed to find out about it in almost 4 years. Advantages: 1) it really cleans cleaner than a regular vacuum cleaner, but with proper operation. 2) quite reliable and well-thought-out mechanisms of the front wheels and telescopic tube, brush (I take my hat off for the layout and delivery set), parking methods. Disadvantages: 1) it is clumsy - you can only move it forward. Reverse movement, when wet cleaning, resembles the movement of a truck with a trailer in reverse. 2) it is not suitable for quick cleaning in principle: you need to wash the vacuum cleaner itself for at least half an hour, and even longer after wet cleaning. 3) Removing the aquafilter nozzles is dangerous, but necessary when cleaning the vacuum cleaner itself. 4) The intricate filter system is hard to find on sale. 5) Special thanks to the intermediaries, customs and the Germans for the high price. 6) After 6 cleanings it starts to &quot;smell&quot;, although the instructions clearly say &quot;wash the vacuum cleaner thoroughly&quot; and also need to dry it, and I would add that all the pipes need to be covered with foam or foam rubber plugs. Summary: the gift is good, but the purchase is not rational. Technical observation: if you do not change the neuro filter (it functions as a regular dry filter at the last stage of air purification, which, in my opinion, is strange for a vacuum cleaner with an aquafilter), it gets clogged, as a result of which the suction power is lost, which leads to incorrect operation of the aquafilter (those same notorious nozzles do not wet the dust in the aquafilter) and voila, the vacuum cleaner works on the principle of old natural &quot;typhoons&quot; and &quot;cyclones&quot; - everything that is sucked in is thrown into the air, but in a crushed state, as they say - hello allergies, plus a lot of noise."
408,4080201,1535,767,2017-07-18,"Приличная терморегуляция, компактная, достаточно надежная.",5,positive,"Decent temperature regulation, compact, quite reliable."
413,4130401,1466,808,2010-03-27,"Подарил жене. довольная, быстро и регулятор справляется со своими обязанностями.что мне не понравилось что длинный и толстый  шнур по всей ванной все крючки занимает. Наверное когда кончится гарантия укорочу...  ;)",4,positive,"Gave it to my wife. She&#39;s happy, it&#39;s fast and the regulator does its job. What I didn&#39;t like was that the long and thick cord takes up all the hooks all over the bathroom. I&#39;ll probably shorten it when the warranty expires... ;)"
302,3020201,153,1217,2013-09-08,Хороший мистический триллер. Аль Пачино как всегда на высоте!,4,positive,A good mystical thriller. Al Pacino is at his best as always!
411,4110101,346,2151,2013-07-08,"Любая мойка керхер отмоет автомобиль при правильном использовании, чем дешевле и ниже параметры, тем больше потратите времени, реально помыть автомобиль хватит 40-50 литров, если фанатеть, то вам и 200 литров воды будет мало, если у вас на авто кусками грязь висит, то конечно чего жаловаться на расход, чем выше давление и расход воды через мойку, тем быстрее вы помоете машину, правильно машину моют так: только в тени или вечером, когда солнце заходит, и нет жары. 1 этап: смываете грязь с машины, начиная с крыши и опускаясь вниз каждый элемент авто, быстро и без фанатизма, куски грязи сбить, тонкий налет можно оставить, 2 этап: нанесение химии, только специальной пенной насадкой, именно смесь воды- химии-воздуха в правильной пропорции дадут результат, только спец авто шапунь, фейри и жидкое мыло ничего неотмоют, наносим именно снизу вверх, без фанатизма, ровным слоем, если много, сразу же стечет, мало небудет эффекта, ждем 5 минут, шампунь недолжен высохнуть и 3 этап: смываем шампунь в два захода, тоже без фанатизма, первый проход сбить пену, вторым тщательнее вымываем химию, далее только протирать микрофиброй, влажной, влажную машину, а не высохшие разводы, я рекомендую холодный жидкий воск, на мойке обязательно использовать фильтр до 50 мкм или тоньше.",5,positive,"Any Karcher washer will wash a car if used correctly, the cheaper and lower the parameters, the more time you will spend, in reality 40-50 liters will be enough to wash a car, if you are a fanatic, then 200 liters of water will not be enough for you, if you have dirt hanging in pieces on your car, then of course why complain about consumption, the higher the pressure and water flow through the washer, the faster you will wash the car, the correct way to wash a car is: only in the shade or in the evening, when the sun goes down, and there is no heat. Stage 1: wash off the dirt from the car, starting from the roof and going down each element of the car, quickly and without fanaticism, knock off pieces of dirt, you can leave a thin coating, Stage 2: apply chemicals, only with a special foam nozzle, a mixture of water-chemicals-air in the right proportion will give a result, only special car shampoo, Fairy and liquid soap will not wash anything off, apply from the bottom up, without fanaticism, in an even layer, if a lot, it will flow off immediately, if too little, there will be no effect, wait 5 minutes, the shampoo should not dry and Stage 3: wash off the shampoo in two passes, also without fanaticism, the first pass to knock off the foam, the second more thoroughly wash out the chemicals, then only wipe with a microfiber, damp, a damp car, and not dried stains, I recommend cold liquid wax, be sure to use a filter up to 50 microns or thinner at the car wash."
219,3050101,1542,2052,2011-05-22,"Отличная игра! Сам не очень люблю хорроры, но эта игра мне очень понравилось. Все выглядит очень живо и реалистично.",5,positive,"Great game! I don&#39;t really like horrors, but I really liked this game. Everything looks very lively and realistic."
303,3030701,1542,1931,2011-09-16,"Тем, кто любит покататься на скейте, берите сразу. Не пожалеете. Такого я еще не видел, детализация трюков просто шикарная. Весь город заточен для скейтера.",5,positive,"For those who like to skateboard, take it right away. You won&#39;t regret it. I&#39;ve never seen anything like it, the detailing of the tricks is just gorgeous. The whole city is tailored for a skater."
304,3040105,1,1348,2010-11-15,"Подскажите цифру с буквой под батарейкой называется Data cod вроде там должно быть что то типа 6B. Очень надо! Заранее спасибо""!!",5,positive,"Tell me the number with the letter under the battery, it&#39;s called Data code, it should be something like 6B. I really need it! Thanks in advance&quot;!!"
412,4120101,617,1225,2016-11-26,"цена,компактность и качество!",5,positive,"price, compactness and quality!"
107,1070903,11,1366,2010-01-30,"Ну вот и решился на покупку большого телика.))(до этого был лупатый 72см Панасоник)  Выбирал именно большую диагональ, с максимальным разрешением и чтоб не дорого было.  Скорее всего основную роль сыграла цена на данную модель, поэтому её и взял.  Тестировал просмотром НТВ+, HD,Blu-Ray рипами с макисмальным разрешением.  Качество картинки супер.)))  Из недостатков, могу выделить низкую громкость звука при максимальной настройке.Старый телик в ~два раза больше орал.  А так очень доволен.))",5,positive,"Well, I decided to buy a big TV.)) (before that I had a 72cm Panasonic with a magnifying glass). I chose a large diagonal, with maximum resolution and so that it was not expensive. Most likely, the main role was played by the price of this model, that&#39;s why I took it. I tested it by watching NTV+, HD, Blu-Ray rips with maximum resolution. The picture quality is super.))) Of the shortcomings, I can highlight the low sound volume at maximum settings. The old TV screamed ~twice as much. But otherwise I am very happy.))"
205,2050201,318,2579,2010-04-01,"Купил 31 марта 2010,очень функционален,красив,прост в использовании.НЕ ДУМАЙТЕ ПОКУПАЙТЕ!!!",5,positive,"I bought it on March 31, 2010. It is very functional, beautiful, and easy to use. DON&#39;T THINK, BUY IT!!!"
203,2030301,93,2320,2010-05-20,"купил 3 месяца назад, покупкой доволен только пришлось установить 64х битную операционку, чтоб быстрей работал. Есть один минус, который заметил - иногда дребезжат шторки на приводе и нижнем отсеке,а так практически бесшумен.",5,positive,"bought 3 months ago, happy with the purchase, only had to install a 64-bit operating system so it would work faster. There is one drawback that I noticed - sometimes the shutters on the drive and the lower compartment rattle, but otherwise it is practically silent."
405,4050104,617,656,2016-05-18,"Главное что хорошо охлаждает помещение , это для меня основной показатель качества. С этой задачей справляется на ура.  Работает довольно -таки тихо , сильно не вибрирует. нравится что можно регулировать угол наклона, для большего удобства. Ну еще нужно отметить цену , всего лишь тысяча рублей.   В целом никаких претензий не имею.",5,positive,"The main thing is that it cools the room well, this is the main indicator of quality for me. It copes with this task with flying colors. It works quite quietly, does not vibrate much. I like that you can adjust the angle of inclination, for greater convenience. Well, I also need to note the price, only a thousand rubles. In general, I have no complaints."
